bookID,title,authors,average_rating,isbn,  num_pages,publication_date,publisher,
5261,A Backward Glance,Edith Wharton/Louis Auchincloss,3.76,684847558,385,7/15/98,Scribner,
5272,The Best Short Stories of Edith Wharton,Edith Wharton,3.77,1417911832,300,4/16/04,Kessinger Publishing,
5289,Complete Works of Oscar Wilde,Oscar Wilde/Merlin Holland,4.45,7144350,1270,8/4/03,HarperCollins Publishers,
5294,Oscar Wilde,Richard Ellmann,4.24,394759842,736,11/5/88,Vintage,
5296,An Ideal Husband,Oscar Wilde,4.04,048641423X,78,2/5/01,Dover Publications,
5297,The Picture of Dorian Gray,Oscar Wilde/Jeffrey Eugenides,4.08,375751513,272,6/1/04,Random House: Modern Library,
5304,De Profundis and Other Writings,Oscar Wilde/Hesketh Pearson,4.21,014043089X,252,8/26/76,Penguin Books,
5305,Sense and Sensuality: Jesus Talks to Oscar Wilde on the Pursuit of Pleasure (Great Conversations),Ravi Zacharias,3.95,1590528603,94,6/1/06,Multnomah Books,
5306,Travels with Charley: In Search of America,John Steinbeck,4.08,142000701,214,2/5/02,Penguin,
5307,Novels and Stories 1932–1937: The Pastures of Heaven / To a God Unknown / Tortilla Flat / In Dubious Battle / Of Mice and Men,John Steinbeck/Elaine Steinbeck/Robert DeMott,4.35,1883011019,909,9/1/94,Library of America,
5308,The Pearl,John Steinbeck,3.46,142000698,96,1/8/02,Penguin Books,
5309,The Life and Times of Scrooge McDuck,Don Rosa,4.67,911903968,266,6/1/05,Gemstone Publishing,
5310,The Life and Times of Scrooge McDuck Companion,Don Rosa,4.48,1888472405,208,9/19/06,Gemstone Publishing,
5314,The Last Christmas of Ebenezer Scrooge,Marvin Kaye,4.13,1592241336,168,9/1/04,Wildside Press,
5316,Uncle Scrooge #359,Don Rosa/Carl Barks/Lars Jensen/Pat McGreal/Carol McGreal/Frank Jonker/Romano Scarpa/Mau Heymans/José Massaroli,3.88,1888472421,64,11/7/06,Gemstone Publishing,
5319,A Christmas Story,Jean Shepherd,4.08,767916220,144,10/28/03,Broadway Books,
5321,My First Story of Christmas,Tim Dowley/Roger Langton,4.07,802417582,24,9/1/04,Moody Publishers,
5322,The Christmas Story,Jane Werner Watson/Eloise Wilkin,4.43,307989135,24,8/1/00,Golden Books,
5327,A Christmas Carol,Charles Dickens/P.J. Lynch,4.05,763631205,160,9/12/06,Candlewick Press,
5328,A Christmas Carol,Charles Dickens,4.05,1580495796,112,1/1/12,Penguin Books,
5330,The Annotated Christmas Carol,Charles Dickens/Michael Patrick Hearn/John Leech,4.05,393051587,266,11/17/04,W. W. Norton  Company,
5332,Charles Dickens' A Christmas Carol,Jane Parker Resnick/Christian Birmingham,4.1,762408480,56,10/11/00,Running Press Kids,
5337,Little Dorrit,Charles Dickens/Hablot Knight Browne/David Gates,3.99,037575914X,1347,3/12/02,Modern Library,
5338,A Christmas Carol and Other Christmas Writings,Charles Dickens/Michael Slater,4.14,140439056,288,10/30/03,Penguin Classics,
5342,The Life of Our Lord: Written for His Children During the Years 1846 to 1849,Charles Dickens,4.01,684865378,128,11/9/99,Simon  Schuster,
5344,Hard Times,Charles Dickens,3.52,321107217,353,10/19/03,Pearson Longman,
5345,The Innocent Man: Murder and Injustice in a Small Town,John Grisham,3.82,385517238,360,10/10/06,Doubleday Books,
5346,The Last Juror,John Grisham,3.87,385339682,278,4/25/06,Delta,
5348,The Testament,John Grisham/Jorma-Veikko Sappinen,3.86,440234743,535,12/28/99,Island,
5349,The Rainmaker,John Grisham,3.94,385339607,419,9/27/05,Delta,
5350,The Partner,John Grisham,3.92,385339100,416,4/26/05,Delta,
5351,The Street Lawyer,John Grisham,3.83,385339097,384,4/26/05,Bantam,
5352,The Summons,John Grisham,3.69,385339593,384,9/27/05,Delta,
5354,The Brethren,John Grisham,3.73,385339674,384,12/27/05,Delta,
5356,The King of Torts,John Grisham,3.68,385339658,276,12/27/05,Delta,
5357,Skipping Christmas,John Grisham,3.49,99481685,198,11/6/04,Arrow,
5358,The Firm,Robin Waterfield/John Grisham,4.01,582418275,76,2/15/00,Addison Wesley Publishing Company,
5359,The Client,John Grisham,4,385339089,483,3/16/10,Delta,
5360,A Painted House,John Grisham,3.7,385337930,384,2/3/04,Bantam,
5362,The Summons / The Brethren,John Grisham/Michael Beck/Frank  Muller,3.99,739342770,0,10/10/06,Random House Audio,
5364,Dragonfly in Amber (Outlander  #2),Diana Gabaldon,4.32,385335970,743,8/7/01,Bantam,
5368,Forever Amber,Kathleen Winsor,3.99,141009829,972,7/25/02,Penguin,
5370,Amber Brown Is Green With Envy,Paula Danziger/Tony Ross,3.95,439071712,160,8/1/04,Scholastic,
5371,Amber Brown Is Not a Crayon,Paula Danziger/Tony Ross,3.84,142406198,96,9/7/06,Puffin Books,
5372,Amber and Ashes (Dragonlance: The Dark Disciple  #1),Margaret Weis,3.87,786937424,336,7/1/05,Wizards of the Coast,
5373,The Waste Lands (The Dark Tower  #3),Stephen King/Ned Dameron,4.24,747411875,509,11/12/92,Time Warner Paperbacks,
5374,The Dragon's Eye (Dragonology Chronicles  #1),Dugald A. Steer/Douglas Carrel,3.82,763628107,221,11/14/06,Candlewick Press,
5375,The Dragon's Eye (Erec Rex  #1),Kaza Kingsley/Melvyn Grant,4,978655567,341,10/1/06,Firelight Press,
5376,Dragon's Eye (Stonefort  #1),James A. Hetley,3.43,441013724,368,10/31/06,Ace,
5396,Dragon's Eye,Christopher Stasheff/William R. Forstchen/Nick DiChario/S.N. Lewitt/Bill Fawcett/Mike Resnick/Mickey Zucker Reichert/S.M. Stirling/Diane Duane/Jody Lynn Nye/Roland J. Green/Teresa Patterson/Judith R. Conly,3.51,671876090,279,7/1/94,Baen Books,
5402,"Stand Back  Said the Elephant  ""I'm Going to Sneeze!""",Patricia Thomas/Wallace Tripp,4.39,688093388,32,4/23/90,William Morrow & Company  Inc.,
5404,Here I Stand: A Life of Martin Luther,Roland H. Bainton,4.08,452011469,336,4/1/95,Plume Books,
5412,The Stand: Das letzte Gefecht,Stephen King/Joachim Körber,4.34,3404134117,1227,9/1/03,Bastei Lübbe,
5413,'Salem's Lot,Stephen King/Jerry N. Uelsmann,4.25,385516487,594,11/1/05,Doubleday,
5414,'Salem's Lot,Stephen King/Ron McLarty,4.02,743536967,17,1/19/04,Simon & Schuster Audio,
5415,'Salem's Lot,Stephen King,4.02,965772411,405,10/17/75,Doubleday,
5417,Carrie / 'Salem's Lot / The Shining,Stephen King,4.54,517219026,1096,7/2/02,Wings,
5419,'Salem's Lot,Stephen King,4.02,451092317,427,11/13/79,Signet,
5420,'Salem's Lot,Stephen King,4.02,340770538,586,10/6/10,Hodder & Stoughton Ltd,
5427,Orientalism,Edward W. Said,4.08,141187425,396,8/28/03,Penguin Classics,
5439,Interpreter of Maladies,Jhumpa Lahiri,4.15,618101365,198,5/22/00,Houghton Mifflin Harcourt,
5442,The Faiths of the Founding Fathers,David L. Holmes,3.89,195300920,225,3/1/06,Oxford University Press  USA,
5452,Girls in Pants: The Third Summer of the Sisterhood (Sisterhood  #3),Ann Brashares,3.83,553375938,338,6/13/06,Ember,
5453,Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood  #4),Ann Brashares,3.81,385729367,384,1/9/07,Delacorte Books,
5458,Junie B.  First Grader: Cheater Pants (Junie B. Jones  #21),Barbara Park/Denise Brunkus,4.04,375823026,86,4/27/04,Random House Books for Young Readers,
5471,Nineteen Eighty-Four,George Orwell/Thomas Pynchon,4.18,452284236,339,5/6/03,Plume,
5472,Animal Farm / 1984,George Orwell/Christopher Hitchens,4.28,151010269,400,6/1/03,Houghton Mifflin Harcourt,
5477,1984,George Orwell/Erich Fromm,4.18,451516753,268,7/1/81,Signet Classics,
5478,Nineteen Eighty-Four,George Orwell,4.18,1421808323,387,7/1/05,1st World Library,
5479,Brave New World / Brave New World Revisited,Aldous Huxley/Christopher Hitchens,4.16,60776099,340,7/5/05,Harper Perennial Modern Classics,
5480,Brave New World and Brave New World Revisited,Aldous Huxley/Christopher Hitchens,4.16,60535261,340,6/1/04,HarperCollins,
5481,Brave New World Revisited,Aldous Huxley,3.95,60898526,123,9/5/06,Harper Perennial Modern Classics,
5485,Brave New World,Aldous Huxley,3.99,60850523,259,10/17/06,HarperCollins,
5486,Andrew Carnegie,David Nasaw,3.99,1594201048,896,10/24/06,Penguin Press HC  The,
5488,The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street (The Cairo Trilogy #1-3),Naguib Mahfouz,4.46,375413316,1313,10/16/01,Everyman's Library,
5490,Children of the Alley,Naguib Mahfouz/Peter Theroux,4.1,385264739,464,10/18/96,Anchor,
5497,Akhenaten: Dweller in Truth,Naguib Mahfouz/Tagreid Abu-Hassabo,3.81,385499094,168,4/4/00,Anchor,
5498,Adrift on the Nile,Naguib Mahfouz/Frances Liardet,3.82,385423330,167,1/1/94,Anchor Books,
5499,Midaq Alley,Naguib Mahfouz/Trevor Le Gassick,3.85,385264763,286,12/1/91,Anchor Books,
5502,The Harafish,Naguib Mahfouz/Catherine Cobham/Naguib Mahfouz,4.36,385423357,416,9/17/97,Anchor Books,
5503,The Day the Leader Was Killed,Naguib Mahfouz/Surgana/Naguib Mahfouz,3.63,385499221,112,6/6/00,Anchor,
5508,Anne Frank Beyond the Diary: A Photographic Remembrance,Ruud van der Rol/Rian Verhoeven/Anna Quindlen/Anne Frank/Tony   Langham/Plym Peters,4.27,140369260,113,5/1/95,Puffin Books,
5509,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,Miep Gies/Alison Leslie Gold,4.29,671662341,252,4/15/88,Touchstone Books,
5513,The Diary of Anne Frank,Frances Goodrich/Albert Hackett/Wendy Kesselman,4.06,082221718X,70,10/1/98,Dramatists Play Service,
5514,Anne Frank: Life in Hiding,Johanna Hurwitz/Vera Rosenberry,3.99,380732548,64,12/8/99,HarperCollins,
5518,Cliffs Notes on Hansberry's A Raisin in the Sun,Rosetta James,3.9,822011085,80,8/15/92,Cliffs Notes,
5526,Dear John,Nicholas Sparks,4.03,446528056,276,10/30/06,Warner Books (NY),
5527,All the King's Men,Robert Penn Warren,4.09,156004801,439,9/1/96,Harcourt Brace,
5528,Cliffs notes on Warren's All the King's Men,L. David Allen,3.45,822001462,80,1/13/64,Cliffs Notes,
5530,All the King's Men: Three Stage Versions,Robert Penn Warren/James A. Perkins/James A. Grimshaw,4,820320978,264,7/4/00,University of Georgia Press,
5534,Men's Health: Book of Muscle - The World's Most Complete Guide to Building Your Body,Ian King/Lou Schuler/Frederick Deluvier,3.98,1579547699,364,10/17/03,Rodale Books,
5544,Surely You're Joking  Mr. Feynman!: Adventures of a Curious Character,Richard P. Feynman,4.28,393316041,391,4/12/97,W. W. Norton & Company,
5545,The Feynman Lectures on Physics  3 Vols,Richard P. Feynman/Robert B. Leighton/Matthew L. Sands,4.6,201500647,3,1/1/89,Addison Wesley Publishing Company,
5548,What Do You Care What Other People Think?,Richard P. Feynman,4.27,393320928,256,1/11/01,W.W. Norton & Company,
5550,Perfectly Reasonable Deviations from the Beaten Track: Letters of Richard P. Feynman,Richard P. Feynman/Michelle Feynman,4.25,738206369,512,4/5/05,Basic Books,
5552,QED: The Strange Theory of Light and Matter,Richard P. Feynman,4.24,691024170,158,10/21/88,Princeton University Press,
5554,Kiffe Kiffe Demain (French Edition),Faïza Guène,3.4,785990232,182,10/1/05,French & European Publications,
5558,iWoz,Steve Wozniak/Gina Smith,3.87,393061434,313,9/17/06,W. W. Norton  Company,
5571,Cradle to Cradle: Remaking the Way We Make Things,William McDonough/Michael Braungart,4.11,865475873,193,4/22/02,North Point Press,
5575,Cradle and All,James Patterson,3.86,446609404,384,2/1/01,Vision,
5585,The Creation of the American Republic  1776-1787,Gordon S. Wood,4.12,807847232,675,4/6/98,Omohundro Institute and University of North Carolina Press,
5587,Power  Faith  and Fantasy: America in the Middle East 1776 to the Present,Michael B. Oren,3.98,393058263,832,1/16/07,W. W. Norton  Company,
5595,Problems of the Self: Philosophical Papers 1956 1972,Bernard Williams,3.97,521290600,276,3/25/76,Cambridge University Press,
5598,Moral Luck: Philosophical Papers 1973-1980,Bernard Williams,4.09,521286913,188,3/12/81,Cambridge University Press,
5599,Ethics and the Limits of Philosophy,Bernard Williams,4.06,067426858X,230,3/15/86,Harvard University Press,
5606,On Rhetoric and Language: Four Key Dialogues,Jean Nienkamp,4.2,1880393336,232,7/1/99,Routledge,
5635,The Norton Anthology of Modern and Contemporary Poetry,Jahan Ramazani/Richard Ellmann/Robert O'Clair,4.23,039332429X,1136,4/17/03,W. W. Norton  Company,
5653,The Elephant War,Gillian Avery,3.67,1903252040,256,10/1/00,Jane Nissen Books,
5659,The Wind in the Willows,Kenneth Grahame/Gillian Avery,3.99,143039091,197,10/27/05,Penguin Books,
5660,The Everyman Anthology of Poetry for Children,Gillian Avery/Everyman's Library/Thomas Benwick,4.14,679436340,379,9/27/94,Everyman's Library,
5661,Holiday Romance and Other Writings for Children,Charles Dickens,3.32,460876015,368,5/1/95,Everyman Paperback Classics,
5665,Ideas Have Consequences,Richard M. Weaver,4.16,226876802,198,9/28/84,University Of Chicago Press,
5671,The Ethics of Rhetoric,Richard M. Weaver,4.14,961180021,240,11/3/95,Routledge,
5678,Manliness,Harvey Mansfield,3.39,300106645,304,3/11/06,Yale University Press,
5685,Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,4.05,142000272,838,12/1/01,Penguin Books,
5691,The Brothers Karamazov,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.32,99922800,796,1/16/92,Vintage Classics,
5693,Selected Stories of Anton Chekhov,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,4.35,553381008,467,10/31/00,Modern Library,
5694,Mother Maria Skobtsova: Essential Writings,Maria Skobtsova/Richard Pevear,4.31,1570754365,192,10/1/02,Orbis Books,
5696,What is Art?,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,3.72,140446427,230,8/31/95,Penguin Classics,
5697,The Complete Short Novels,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,4.47,140003292X,548,8/18/05,Vintage Classics,
5698,The Double and The Gambler,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.16,375719016,344,1/16/07,Vintage Classics,
5700,The Adolescent,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,3.94,375719008,647,12/7/04,Vintage,
5712,If I Die in a Combat Zone,Tim O'Brien,3.95,7162995,208,4/7/03,Flamingo,
5713,If I Die In A Combat Zone,Tim O'Brien,3.95,586087990,208,4/24/95,Flamingo,
5720,Rainbow Six (John Clark  #2; Jack Ryan Universe  #10),Tom Clancy/David Dukes,4.09,425170349,912,9/1/99,Berkley Books,
5728,Child of War  Woman of Peace,Le Ly Hayslip/James Hayslip/Jenny Wurts,3.8,385471475,388,12/1/93,Anchor,
5729,When Heaven and Earth Changed Places: A Vietnamese Woman's Journey from War to Peace,Le Ly Hayslip/Jay Wurts,4.12,452271681,400,11/1/93,Plume,
5735,Philip Vera Cruz: A Personal History of Filipino Immigrants and the Farmworkers Movement,Craig Scharlin/Lilia V. Villanueva,4.22,295979844,208,6/1/00,University of Washington Press,
5736,Coming of Age in Mississippi: The Classic Autobiography of a Young Black Girl in the Rural South,Anne Moody,4.13,385337817,424,2/3/04,Delta,
5738,I'm Too Young To Be Seventy,Judith Viorst/Laura Gibson,3.93,743267745,64,10/12/05,Simon  Schuster,
5743,Seventy-Seven Clocks (Bryant & May #3),Christopher Fowler,3.89,553587153,496,11/29/05,Bantam Books,
5752,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,4.08,142003344,528,8/26/03,Penguin Books,
5755,The Language Instinct: How the Mind Creates Language,Steven Pinker,4.03,60958332,448,11/7/00,Harper Perennial Modern Classics,
5756,Learnability and Cognition: The Acquisition of Argument Structure,Steven Pinker/Jacques A. Mehler,3.75,262660733,432,8/28/91,Bradford Book,
5759,Fight Club,Chuck Palahniuk,4.19,393327345,218,10/17/05,W.W. Norton & Company (NYC),
5766,BSD Hacks,Lavigne,3.8,596006799,450,5/31/04,O'Reilly Media,
5770,The Design and Implementation of the 4.3BSD UNIX Operating System,Samuel J. Leffler/Marshall Kirk McKusick/Michael J. Karels,4.26,201061961,471,6/1/89,Addison Wesley Publishing Company,
5776,Choke,Stuart Woods,3.84,61094226,352,9/12/96,HarperTorch,
5777,Choke Point: A Brinker Mystery (Brinker P.I.),James C. Mitchell,3.22,312315325,272,10/5/04,St. Martin's Minotaur,
5787,The Aleph and Other Stories,Jorge Luis Borges/Andrew Hurley,4.38,142437883,210,7/27/04,Penguin Classics,
5794,El Aleph,Jorge Luis Borges,4.38,9500425998,253,9/1/07,Planeta Publishing,
5797,Vanity Fair,William Makepeace Thackeray/John Carey,3.79,141439831,867,1/30/03,Penguin Books,
5799,Vanity Fair,William Makepeace Thackeray/Nicholas Dames,3.79,1593080719,696,11/1/03,Barnes  Noble Classics,
5800,Vanity Fair,William Makepeace Thackeray,3.79,140620850,672,10/3/98,Penguin Books,
5805,V for Vendetta,Alan Moore/David   Lloyd,4.25,1401207928,296,11/1/05,Vertigo,
5809,V.,Thomas Pynchon/Carlos Martín Ramírez,3.96,2020418770,640,1/2/01,Contemporary French Fiction,
5810,Girl in the Shadows (Shadows  #2),V.C. Andrews,3.81,1416500529,400,3/7/06,Pocket Books,
5812,V for Vendetta,Steve Moore/Lilly Wachowski/Lana Wachowski/Alan Moore,4.15,1416516999,358,3/1/06,Pocket Star Books,
5813,Heaven (Casteel  #1),V.C. Andrews,4.03,671010050,464,4/1/97,Pocket Books,
5814,Slow Learner: Early Stories,Thomas Pynchon,3.5,99532514,208,2/16/95,Vintage Classics,
5816,A Gravity's Rainbow Companion: Sources and Contexts for Pynchon's Novel,Steven Weisenburger,4.01,820328073,424,11/1/06,University of Georgia Press,
5821,Casino Royale,Ian Fleming,3.73,141187581,181,6/3/04,Penguin Books  Limited (UK),
5824,Casino Royale,Anthony Hern/Ian Fleming/Henry Gammidge/John McLusky,3.7,1840238437,96,6/1/05,Titan Books,
5826,Bel Canto,Ann Patchett,3.93,60838728,352,8/2/05,Harper Perennial,
5835,Guerilla Film Makers Movie Blueprint,Chris          Jones/Jonathan Newman/Cara Williams,4.2,826414532,608,6/20/03,Bloomsbury Academic,
5838,Mini-Manual of the Urban Guerrilla,Carlos Marighella,3.31,1894925025,66,9/9/02,Abraham Guillen Press,
5843,The Career Programmer: Guerilla Tactics for an Imperfect World (Expert's Voice),Christopher   Duncan,3.13,1590596242,264,2/1/06,Apress,
5845,A Bend in the River,V.S. Naipaul,3.77,330487140,326,5/10/02,Picador USA,
5848,The Middle Passage,V.S. Naipaul,3.61,375708340,256,1/8/02,Vintage,
5851,Magic Seeds,V.S. Naipaul,3.13,375707271,280,11/8/05,Vintage,
5853,Half a Life,V.S. Naipaul,3.25,037570728X,224,4/23/09,Vintage International,
5855,North of South: An African Journey,Shiva Naipaul,3.89,140188266,352,9/26/96,Penguin Classics,
5863,V.S. Naipaul,Bruce Alvin King,2,1403904561,240,10/10/03,Palgrave Macmillan,
5874,Regeneration Through Violence: The Mythology of the American Frontier  1600–1860,Richard Slotkin,4.3,806132299,670,4/15/00,University of Oklahoma Press,
5875,Regeneration (Species Imperative  #3),Julie E. Czerneda,4.13,756403456,543,5/2/06,DAW Hardcover,
5877,The Regeneration Trilogy (Regeneration  #1-3),Pat Barker,4.38,670869295,592,1/1/96,Viking Books,
5880,The Sparrow (The Sparrow  #1),Mary Doria Russell,4.16,552997773,506,11/1/97,Black Swan,
5881,The Age of Bronze (Pirates of the Caribbean: Jack Sparrow  #5),Rob Kidd/Walt Disney Company,4.05,1423101685,144,12/1/06,Disney Press,
5882,The Sword of Cortés (Pirates of the Caribbean: Jack Sparrow  #4),Rob Kidd/Jean-Paul Orpinas/Walt Disney Company,3.98,1423100611,122,10/1/06,Disney Press,
5883,The Pirate Chase (Pirates of the Caribbean: Jack Sparrow  #3),Rob Kidd/Walt Disney Company,3.89,1423100204,119,8/1/06,Disney Press,
5885,The Siren Song (Pirates of the Caribbean: Jack Sparrow  #2),Rob Kidd/Jean-Paul Orpinas,3.86,1423100190,123,6/1/06,Disney Press,
5886,The Coming Storm (Pirates of the Caribbean: Jack Sparrow  #1),Rob Kidd/Jean-Paul Orpinas,3.83,1423100182,135,6/1/06,Disney Press,
5890,The Woman in White,Wilkie Collins/Matthew Sweet,4,141439610,672,2/27/03,Penguin Classics,
